Scheme Code,Scheme Name,Start Date,Last Date,ret_0.5Y,ret_1Y,ret_2Y,ret_3Y,ret_5Y,vol_0.5Y,vol_1Y,vol_2Y,vol_3Y,vol_5Y,semidev_0.5Y,semidev_1Y,semidev_2Y,semidev_3Y,semidev_5Y,Sharpe_0.5Y,Sharpe_1Y,Sharpe_2Y,Sharpe_3Y,Sharpe_5Y,Sortino_0.5Y,Sortino_1Y,Sortino_2Y,Sortino_3Y,Sortino_5Y,95pct1dVaR,95pct1mVaR,95pct1dESF,95pct1mESF,max_drawdown,aum,sharpe_hist1Y_1Y,sharpe_hist1Y_2Y,sharpe_hist1Y_3Y,sharpe_hist1Y_5Y,Scheme Cat1,Scheme Cat2,Scheme Code Direct,Scheme Code Reg,Master Scheme Name Reg,Master Scheme Name Direct,TER scheme name,Direct TER,Regular TER,type
122389,Motilal Oswal Focused 25 Fund (MOF25)- Direct Plan Growth Option,5/15/2013,9/30/2024,38.75221175,35.17810036,23.00122629,14.4202957,16.49870783,16.48036831,14.85235824,12.75665422,14.39429107,17.86635255,12.96628573,11.65833176,9.817374766,10.94306498,13.70083612,2.169381842,2.166531392,1.567905342,0.793390633,0.755537975,2.757320985,2.760094756,2.037329405,1.043610335,0.98524701,1.511572672,4.848876475,2.326937004,6.850812727,17.53891241,76889.24,0.660475883,0.035132052,0.784935679,0.618736752,Equity,Sectoral/ Thematic,122389,122387,Motilal Oswal Focused 25 Fund (MOF25)- Regular Plan Growth Option,Motilal Oswal Focused 25 Fund (MOF25)- Direct Plan Growth Option,Motilal Oswal Focused Fund,0.91,2.04,Direct
119581,Sundaram Mid Cap Fund Direct Plan - Growth,1/2/2013,9/30/2024,48.22569597,46.49373507,33.35428679,22.74063433,23.73893659,16.65127985,15.07088837,12.94502222,15.25177432,17.87368478,13.28014022,11.88801322,10.0757374,11.90065759,14.43422488,2.716049239,2.885943681,2.344861699,1.294317233,1.160305603,3.405513439,3.658621022,3.012611939,1.658785171,1.436789073,1.630988826,4.620801683,2.538810311,7.1977577,18.42788875,86036.19,1.677469046,0.518762003,1.477712523,0.717577706,Equity,Small Cap Fund,119581,101539,Sundaram Mid Cap Fund Regular Plan - Growth,Sundaram Mid Cap Fund Direct Plan - Growth,Sundaram Mid Cap Fund,0.91,1.74,Direct
125307,PGIM India Midcap Opportunities Fund - Direct Plan - Growth Option,12/5/2013,9/30/2024,39.79952785,33.5136476,20.83000634,14.74572119,27.89168855,14.86509568,13.19896121,11.54453515,14.30823612,17.88576961,10.94902314,9.916495752,8.663514628,10.99634623,14.16318629,2.475566162,2.311821902,1.544454246,0.820906301,1.391703522,3.360987312,3.077059514,2.058056932,1.068147632,1.757492139,1.449108197,4.159567302,2.434257193,7.303296818,19.50166765,377546.76,0.541980206,0.160705008,1.53595461,1.037198961,Equity,Small Cap Fund,125307,125305,PGIM India Midcap Opportunities Fund - Regular Plan - Growth Option,PGIM India Midcap Opportunities Fund - Direct Plan - Growth Option,PGIM India Midcap Opportunities Fund,0.45,1.69,Direct
130503,HDFC Small Cap Fund - Growth Option - Direct Plan,6/30/2014,9/30/2024,30.15026933,30.9482338,31.47323627,21.06971126,26.50218743,15.76751136,14.98006181,13.23496193,15.68640697,17.9113619,12.27650057,11.91360239,10.40836086,12.34003894,14.38663956,1.721912147,1.865695493,2.151365181,1.151934365,1.312138494,2.211564213,2.345909566,2.735611942,1.464315578,1.633612028,1.676255647,5.453897417,2.66175485,8.631790284,22.54615129,961510.03,2.540261642,0.806130486,1.993053608,0.94371785,Equity,Dividend Yield Fund,130503,130502,HDFC Small Cap Fund - Growth Option,HDFC Small Cap Fund - Growth Option - Direct Plan,HDFC Small Cap Fund,0.66,1.57,Direct
118825,Mirae Asset Large Cap Fund - Direct Plan - Growth,1/2/2013,9/30/2024,34.94275778,28.75168549,20.82327526,11.99570247,16.52383699,14.30995624,12.5895132,11.07154366,13.41805122,17.93635936,11.02896018,9.596373938,8.31744234,10.06058959,13.91140204,2.232205135,2.045486993,1.609827482,0.670417956,0.753990078,2.896261956,2.683480829,2.142879329,0.894152613,0.972140475,1.450260449,4.647644224,2.261450701,6.354836008,17.43660267,1364971.32,0.998865603,0.022895078,1.011559012,0.589577499,Equity,Large & Mid Cap Fund,118825,107578,Mirae Asset Large Cap Fund - Growth Plan,Mirae Asset Large Cap Fund - Direct Plan - Growth,Mirae Asset Large Cap Fund,0.53,1.51,Direct
118537,Franklin India Technology Fund - Direct - Growth,1/1/2013,9/30/2024,32.35621302,39.32187105,34.88151852,15.50327866,25.7636204,14.19997452,14.72911973,13.82911303,15.83799033,17.96552969,9.759905207,10.27670718,9.566716884,11.25200857,13.18914748,2.067342655,2.465990617,2.305391419,0.78944856,1.267072043,3.007837925,3.534388051,3.332545418,1.111204154,1.725935693,1.527214144,6.367446759,2.232803962,9.306500495,26.46624836,21458.52,2.041363586,0.001548634,0.853119263,0.883352862,Equity,ELSS,118537,100522,Franklin India Technology Fund-Growth,Franklin India Technology Fund - Direct - Growth,Franklin India Technology Fund,1.09,2.11,Direct
120348,Invesco India Contra Fund - Direct Plan - Growth,1/2/2013,9/30/2024,47.83867661,44.27898363,30.62634532,19.92919529,22.63524875,16.74627351,14.73884969,12.27609714,14.08704439,17.99197766,13.46782672,11.72951852,9.5374839,10.85176759,14.15642275,2.677531606,2.800692353,2.25041762,1.201756367,1.091333545,3.329317903,3.519239391,2.896607282,1.560040348,1.387020514,1.44521097,4.738491239,2.372057688,6.659544047,17.22356562,412683.25,1.475404466,0.327650158,1.234664662,0.719671404,Equity,Focused Fund,120348,105460,Invesco India Contra Fund - Growth,Invesco India Contra Fund - Direct Plan - Growth,Invesco India Contra Fund,0.52,1.64,Direct
118559,Franklin Asian Equity Fund - Direct - Growth,1/1/2013,9/30/2024,28.53547689,24.3737596,14.85481958,0.017182342,6.301695916,14.68951347,14.65354288,16.09410737,17.54775273,17.99824661,10.86960178,10.44199173,10.96983381,11.89809638,12.67918622,1.738347355,1.458606958,0.736593792,-0.169982886,0.18344542,2.349255972,2.046904476,1.080674492,-0.25069705,0.260402825,1.708488329,7.244007989,2.296509288,9.082225494,40.19842884,10697,0.103077434,-0.821040219,-0.443588457,0.111457811,Equity,ELSS,118559,106979,Franklin Asian Equity Fund - Growth Plan,Franklin Asian Equity Fund - Direct - Growth,Franklin Asian Equity Fund,1.68,2.53,Direct
119231,Tata Equity P/E Fund -Direct Plan Growth Option,1/2/2013,9/30/2024,41.61310055,44.45584135,32.74478632,21.05317343,21.49733549,19.2110699,16.79432785,13.7257014,14.78138296,18.03870336,15.67891161,13.55856365,10.88539391,11.48270861,14.13969692,2.009940142,2.46844302,2.167086799,1.221345356,1.025424894,2.462741134,3.05753931,2.732541106,1.572205134,1.308184722,1.451125469,4.281676681,2.359373496,6.00549389,15.47856334,174902.58,1.827917459,0.455525222,1.233841685,0.685753083,Equity,Contra Fund,119231,101672,Tata Equity P/E Fund - Regular Plan -Growth Option,Tata Equity P/E Fund -Direct Plan Growth Option,Tata Equity P/E Fund,0.8,1.77,Direct
120392,Invesco India Largecap Fund - Direct Plan - Growth,1/2/2013,9/30/2024,35.85466285,38.02271755,26.73476006,15.7228439,19.21130033,15.70185232,13.62882173,11.71541066,13.97150424,18.0463443,12.45809133,10.74317811,9.044424794,10.72079879,14.07284378,2.092406818,2.569753882,2.025943499,0.910628067,0.89831492,2.637214802,3.259995988,2.624242072,1.186744025,1.151956249,1.49444466,4.552667689,2.271212284,6.851101881,19.73367856,11868.24,1.265398245,0.091255329,1.036582789,0.647625264,Equity,Large & Mid Cap Fund,120392,112098,Invesco India Largecap Fund - Growth,Invesco India Largecap Fund - Direct Plan - Growth,Invesco India Largecap Fund,0.72,2.09,Direct
119177,Tata Mid Cap Growth Fund - Direct Plan- IDCW Option,1/2/2013,9/30/2024,39.5444319,39.94992918,32.21654477,20.46825019,24.70285171,18.03517988,16.15871669,13.86484144,15.5578236,18.06914395,14.52418136,12.99617875,10.97716967,12.2216106,14.45291604,2.026285966,2.28668711,2.107239732,1.122795234,1.201100161,2.516109583,2.843137964,2.661573579,1.429291994,1.501624423,1.627649671,4.104026508,2.58694683,7.092856992,18.93145892,1172.92,1.949847141,0.513825763,1.490756632,0.880570156,Equity,Small Cap Fund,119177,102326,Tata Mid Cap Growth Fund-Regular Plan - IDCW Option,Tata Mid Cap Growth Fund - Direct Plan- IDCW Option,Tata Mid Cap Growth Fund,0.73,1.87,Direct
119354,Baroda BNP Paribas MULTI CAP FUND - Direct Plan - Growth Option,1/2/2013,9/30/2024,37.14585704,41.69189059,29.3981224,16.81196991,22.78668594,17.28413138,15.4214274,12.66810827,14.82175773,18.12363339,14.04103928,12.41306414,9.982051524,11.55484142,14.31439795,1.975561068,2.508969474,2.083825133,0.93187125,1.091761542,2.431861086,3.11702978,2.64455882,1.195340499,1.38229257,1.593793591,4.710655043,2.486209107,7.834150859,21.45244626,9500.75,1.500211698,0.077821768,1.368895563,0.775193598,Equity,Large Cap Fund,119354,102020,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,Baroda BNP Paribas MULTI CAP FUND - Direct Plan - Growth Option,Baroda BNP Paribas Multi Cap Fund,0.93,1.99,Direct
118935,HDFC Capital Builder Value Fund - Growth Option - Direct Plan,1/1/2013,9/30/2024,40.43402161,40.86499596,28.89490905,18.50202795,20.90657549,15.73600146,13.80489794,11.76156205,13.8910336,18.14044647,12.51965114,10.88556297,9.090769717,10.67719967,14.37648862,2.378877614,2.742866779,2.201655609,1.115973685,0.987107761,2.990021142,3.478460054,2.848483666,1.451881432,1.245545833,1.535984549,4.370920346,2.336135408,6.849685675,18.39431899,126221.43,1.43855426,0.287932995,1.254232537,0.594664756,Equity,Contra Fund,118935,101764,HDFC Capital Builder Value Fund - Growth Plan,HDFC Capital Builder Value Fund - Growth Option - Direct Plan,HDFC Capital Builder Value Fund,0.97,1.83,Direct
119769,Kotak India EQ Contra Fund - Growth - Direct,1/2/2013,9/30/2024,38.96232822,44.55810774,32.71540117,21.03206778,22.55726299,16.93291104,15.08091056,12.60140058,14.33656517,18.1617835,13.51578278,11.95599043,9.787614864,11.04855218,14.28980394,2.123812506,2.755676295,2.358103052,1.257767643,1.076836038,2.660765478,3.475923469,3.036020684,1.632075179,1.368616607,1.487390094,4.306371355,2.379931093,6.463590523,16.32074413,67443.83,1.857935334,0.440213018,1.330501747,0.769656308,Equity,Focused Fund,119769,103040,Kotak India EQ Contra Fund - Growth,Kotak India EQ Contra Fund - Growth - Direct,Kotak India EQ Contra Fund,0.55,1.88,Direct
118692,Nippon India Focused Equity Fund - Direct Plan Growth Plan - Growth Option,1/2/2013,9/30/2024,37.64553905,29.3411336,22.48642192,14.81440947,20.3552598,13.64100295,12.29698308,11.12241281,13.96485427,18.23192782,10.46919782,9.570338146,8.530135093,10.63119901,14.24517949,2.539808778,2.142080983,1.751995925,0.846010222,0.95191578,3.309283066,2.752372299,2.284421255,1.11129605,1.218325105,1.483114631,4.846297107,2.419212558,7.121859612,15.87407545,57142.03,1.229879477,0.289946941,1.417813908,0.723516694,Equity,Sectoral/ Thematic,118692,104637,Nippon India Focused Equity Fund -Growth Plan -Growth Option,Nippon India Focused Equity Fund - Direct Plan Growth Plan - Growth Option,Nippon India Focused Equity Fund,1.14,1.83,Direct
118531,Franklin India Bluechip Fund- Direct - Growth,1/1/2013,9/30/2024,35.47288961,33.54975815,23.32587335,12.89251736,17.40791046,13.1995579,11.93054654,10.56835128,13.26305151,18.25288612,9.516764088,8.754832725,7.680037146,9.876364097,13.86538997,2.460149791,2.560633585,1.923277607,0.745870387,0.789349715,3.412177638,3.489473656,2.646585292,1.001635548,1.039127677,1.587859757,4.867127754,2.44729373,6.781915924,18.35843744,92544.49,1.076522052,-0.047536375,1.019738508,0.506283398,Equity,Large & Mid Cap Fund,118531,100471,Franklin India Bluechip Fund-Growth,Franklin India Bluechip Fund- Direct - Growth,Franklin India Bluechip Fund,1.03,1.83,Direct
120079,HSBC Tax Saver Equity Fund - Growth Direct,1/2/2013,9/30/2024,40.28240563,38.51666885,27.28550675,16.33359428,19.68177356,15.98315038,13.96758724,11.87127686,14.68094012,18.25334985,12.85360754,11.14808671,9.274880881,11.28671857,14.3147975,2.332606823,2.542791982,2.045736699,0.908224826,0.913902034,2.900540219,3.185898152,2.618417105,1.181352596,1.165351697,1.524460792,5.089942393,2.481487173,7.528291335,20.19943299,952.72,1.333111337,0.126681085,1.108441425,0.612980229,Equity,Flexi Cap Fund,120079,104707,HSBC Tax Saver Equity Fund - Growth,HSBC Tax Saver Equity Fund - Growth Direct,HSBC Tax Saver Equity Fund,1.6,2.47,Direct
118675,Nippon India Vision Fund - Direct Plan Growth Plan - Bonus Option,1/2/2013,9/30/2024,39.704983,41.74891574,29.9751639,18.35311032,21.04521949,16.0835138,14.33998909,12.21517634,14.50373923,18.25410423,12.78761624,11.3902563,9.526226325,11.20360443,14.4667822,2.282149501,2.702157966,2.208331926,1.058562214,0.988556834,2.87035381,3.401935368,2.831673632,1.370372403,1.247355441,1.52924338,4.643648859,2.434757886,6.833400163,19.06542969,4.79,1.555669902,0.241915024,1.285778135,0.609333767,Equity,Mid Cap Fund,118675,100379,Nippon India Vision Fund-GROWTH PLAN-Bonus Option,Nippon India Vision Fund - Direct Plan Growth Plan - Bonus Option,Nippon India Vision Fund,1.5,1.98,Direct
119096,DSP Focus Fund - Direct Plan - Growth,1/2/2013,9/30/2024,46.5858397,39.11451301,27.18623589,17.03142969,17.42582574,16.15217375,14.69449667,12.40328622,13.81329465,18.2674999,12.87339684,11.58359939,9.59447048,10.57461435,14.39737772,2.698450399,2.457689693,1.949986113,1.015791674,0.789698964,3.385729519,3.117728074,2.520851561,1.326897533,1.001975917,1.387995153,5.245268503,2.279351554,7.133644283,20.66571688,46642.72,1.268599452,0.218961099,1.042502801,0.587313967,Equity,Sectoral/ Thematic,119096,112901,DSP Focus Fund - Regular Plan - Growth,DSP Focus Fund - Direct Plan - Growth,DSP Focus Fund,0.94,2.01,Direct
118539,Franklin India Opportunities Fund - Direct - Growth,1/1/2013,9/30/2024,48.3206942,51.32316781,39.93695684,24.09213678,26.09270763,15.90350231,14.95966684,13.20171455,15.34583968,18.27658099,12.73758213,11.97686773,10.36665219,11.94062248,14.25519523,2.849730412,3.230230214,2.797890889,1.374453091,1.263513545,3.558029596,4.034708315,3.563055476,1.766418527,1.619950289,1.636569974,4.909779538,2.535282053,8.441233159,24.32608802,33406.19,2.244646168,0.465798906,1.37983702,0.810367468,Equity,ELSS,118539,103151,Franklin India Opportunities Fund - Growth,Franklin India Opportunities Fund - Direct - Growth,Franklin India Opportunities Fund,0.51,1.82,Direct
118870,Taurus Largecap Equity Fund - Direct Plan - Growth,1/3/2013,9/30/2024,27.95870497,34.35139105,22.16921715,14.87803123,15.48543833,16.62568042,14.52726545,13.27597194,15.58306045,18.29542753,13.2088694,11.4178302,10.30532983,11.97259811,14.240668,1.501214046,2.158106848,1.443903108,0.762239951,0.682434904,1.889541353,2.745827405,1.860126504,0.992101391,0.876745272,1.576280615,6.005225367,2.469781195,7.825555994,19.17916338,104.69,0.575583002,0.128523156,0.79949889,0.407668377,Equity,Large & Mid Cap Fund,118870,101209,Taurus Largecap Equity Fund - Regular Plan - Growth,Taurus Largecap Equity Fund - Direct Plan - Growth,Taurus Large Cap Fund,2.51,2.62,Direct
141248,Union Largecap Fund - Direct Plan - Growth Option,5/18/2017,9/30/2024,22.87033432,29.0526289,21.87693443,11.65759304,16.36827216,16.75291606,14.29424824,11.96858108,14.02729743,18.29881616,13.28627812,11.30019011,9.233509301,10.68738594,14.11602197,1.186082127,1.822595247,1.577207383,0.617196084,0.730553935,1.495553091,2.305503593,2.04439437,0.810075831,0.947028291,1.455769762,4.755982567,2.336689532,6.554447749,19.35483871,2042.35,1.23895982,-0.019715979,1.005577188,0.582477016,Equity,Large & Mid Cap Fund,141248,141247,Union Largecap Fund - Regular Plan - Growth Option,Union Largecap Fund - Direct Plan - Growth Option,Union Largecap Fund,1.58,2.5,Direct
118784,Nippon India Value Fund - Direct Plan Growth Plan,1/2/2013,9/30/2024,38.84196508,45.27059366,32.7057585,20.75186219,23.76636994,18.06194269,16.02791917,13.34368661,15.14531269,18.34353974,14.6887399,13.01109871,10.58555457,11.78923478,14.57475918,1.984391474,2.637310134,2.226203251,1.172102719,1.132080843,2.440098016,3.248810466,2.806254345,1.505768824,1.424817363,1.627433809,4.679690395,2.508839669,7.049543822,18.48706445,67800.58,1.654365044,0.350208545,1.439443461,0.770459449,Equity,Contra Fund,118784,103085,Nippon India Value Fund- Growth Plan,Nippon India Value Fund - Direct Plan Growth Plan,Nippon India Value Fund,1.14,1.83,Direct
119250,DSP Top 100 Equity Fund - Direct Plan - Growth,1/2/2013,9/30/2024,39.58933198,37.37125976,26.83952468,15.90032594,16.27764034,13.80618613,12.11977591,10.52372311,12.98694503,18.35623475,10.53343317,9.173538227,7.858484308,9.793057935,14.24045434,2.650212856,2.835964956,2.265312802,0.993330295,0.723331365,3.473637835,3.746783292,3.033603395,1.317292926,0.932388814,1.346229682,4.753946357,2.208393836,6.511913735,18.7756499,51133.52,1.507431035,0.149399817,0.985502776,0.516920458,Equity,Large & Mid Cap Fund,119250,101635,DSP Top 100 Equity Fund - Regular Plan - Growth,DSP Top 100 Equity Fund - Direct Plan - Growth,DSP Top 100 Equity Fund,1.08,1.93,Direct
120381,ICICI Prudential MidCap Fund - Direct Plan -  Growth,1/2/2013,9/30/2024,41.5767683,45.84933991,30.62907239,20.21541825,24.07807017,17.87411115,16.55802079,13.92119147,15.50772445,18.46932102,14.23650793,13.1968937,10.94861477,12.09937447,14.72977289,2.158248204,2.587829816,1.984677277,1.110118915,1.141247702,2.709707219,3.2469262,2.523522197,1.422835395,1.430984057,1.560178354,4.40599214,2.617380065,7.381086955,17.91944863,80743.12,1.174572763,0.296061523,1.456309896,0.74114848,Equity,Small Cap Fund,120381,102528,ICICI Prudential MidCap Fund - Growth,ICICI Prudential MidCap Fund - Direct Plan -  Growth,ICICI Prudential Midcap Fund,1.01,1.86,Direct
119018,HDFC Top 100 Fund - Growth Option - Direct Plan,1/1/2013,9/30/2024,29.65395941,33.68215801,26.72597632,17.39697359,18.20497754,15.99095929,13.81555116,11.79154359,13.7129503,18.55039322,12.66242271,10.77518726,9.012460137,10.38448128,14.41028504,1.666814287,2.220842126,2.012117933,1.049881555,0.819657964,2.10496522,2.847482578,2.632574897,1.386393139,1.055147591,1.550905876,4.487780801,2.40654449,6.394044255,13.87728426,752683.16,1.746283457,0.441645017,1.337489619,0.574676337,Equity,Large & Mid Cap Fund,119018,102000,HDFC Top 100 Fund - Growth Option - Regular Plan,HDFC Top 100 Fund - Growth Option - Direct Plan,HDFC Top 100 Fund,1,1.6,Direct
118564,Franklin India Focused Equity Fund - Direct - Growth,1/1/2013,9/30/2024,34.91455397,35.58025851,26.02596774,17.99462398,21.03613544,14.38785144,12.78433476,11.13919836,13.32332888,18.55837477,11.0788774,9.827930152,8.451983249,10.16392605,14.30368605,2.218159821,2.54845161,2.067111744,1.125441255,0.971859641,2.880666771,3.315068178,2.724327186,1.475278736,1.260943184,1.673748622,5.00143247,2.566477641,7.330157168,16.06627071,218517.07,1.383793711,0.429053282,1.464258246,0.731344732,Equity,Sectoral/ Thematic,118564,105817,Franklin India Focused Equity Fund - Growth Plan,Franklin India Focused Equity Fund - Direct - Growth,Franklin India Focused Equity Fund,0.95,1.76,Direct
120030,HSBC Large Cap Equity Fund - Growth Direct,1/2/2013,9/30/2024,31.95231965,34.88823858,24.80421874,14.56086379,17.36821758,17.09039201,14.48615101,12.27145977,14.66363053,18.56156263,13.55602165,11.3645476,9.427755693,11.10564973,14.24063679,1.694069957,2.201291328,1.776823553,0.78840392,0.774084481,2.135753423,2.805939991,2.312768749,1.040989413,1.008958924,1.524044262,4.826691539,2.406007602,7.175090097,19.2682526,21168.41,1.193727108,0.083500361,0.885792579,0.584514559,Equity,Large & Mid Cap Fund,120030,101594,HSBC Large Cap Equity Fund - Growth,HSBC Large Cap Equity Fund - Growth Direct,HSBC Large Cap Fund,1.18,2.11,Direct
119556,Aditya Birla Sun Life Small Cap Fund - Growth - Direct Plan,1/7/2013,9/30/2024,43.48268413,34.84272947,29.3933225,16.41002103,23.27324003,17.43018708,15.87508054,13.33463744,15.35061137,18.56552637,13.8305434,12.62291418,10.51474553,12.15310497,14.95422047,2.322561654,2.00583105,1.979305595,0.873582212,1.091983046,2.927049426,2.522613162,2.510124702,1.103423451,1.355686849,1.711603729,5.564664577,2.704769764,9.141575292,24.98180966,65952.9,2.013550197,0.264796293,1.528943561,0.673203686,Equity,Dividend Yield Fund,119556,105804,Aditya Birla Sun Life Small Cap Fund - GROWTH,Aditya Birla Sun Life Small Cap Fund - Growth - Direct Plan,Aditya Birla Sun Life Small Cap Fund,0.91,1.88,Direct
118777,Nippon India Small Cap Fund - Direct Plan Growth Plan - Bonus Option,1/3/2013,9/30/2024,44.16770882,40.31390756,34.81953424,25.92163949,31.97185351,17.51554755,16.03186769,13.70079392,16.16446864,18.57102148,14.10602173,12.97342983,11.00130385,12.90082367,15.05508186,2.350352377,2.327483502,2.322459152,1.418026166,1.560057078,2.918449269,2.876179087,2.892342097,1.776757832,1.924390301,1.732809495,4.885953618,2.730783131,8.344166687,20.39113395,414.14,2.365569476,0.952513961,2.138447396,1.144974466,Equity,Dividend Yield Fund,118777,113178,Nippon India Small Cap Fund - Growth Plan - Bonus Option,Nippon India Small Cap Fund - Direct Plan Growth Plan - Bonus Option,Nippon India Small Cap Fund,0.65,1.42,Direct
119160,Tata Large Cap Fund -Direct Plan Growth Option,1/2/2013,9/30/2024,29.66115591,33.35522898,24.49426176,14.64898564,17.3843564,16.14965985,14.21796889,11.98088556,13.77324136,18.59943599,12.72582161,11.15030765,9.238559243,10.50687463,14.42099227,1.650880338,2.134990533,1.794046163,0.845769368,0.773375946,2.095043977,2.722366946,2.326581579,1.108701307,0.997459546,1.514773865,4.561457574,2.364150687,6.351111424,17.06535976,27424.5,1.335475546,0.157270455,1.156315785,0.601755053,Equity,Large & Mid Cap Fund,119160,100475,Tata Large Cap Fund -Regular Plan - Growth Option,Tata Large Cap Fund -Direct Plan Growth Option,Tata Large Cap Fund,1.07,2.04,Direct
119436,Aditya Birla Sun Life Equity Advantage Fund - Growth - Direct Plan,1/2/2013,9/30/2024,37.41230834,32.95980587,23.66826481,10.22813458,17.44977573,16.93581188,14.84215018,12.54829929,15.2907082,18.61884354,13.76006123,12.01765375,9.958658932,11.93754183,14.81889774,2.031925519,2.018562372,1.647096895,0.472714179,0.776083417,2.500883373,2.492982948,2.075406433,0.605496063,0.975091129,1.66170407,5.530666882,2.562007478,9.270205105,27.76426853,71625,1.13713414,-0.277980434,0.927450838,0.563942189,Equity,Mid Cap Fund,119436,100033,Aditya Birla Sun Life Equity Advantage Fund - Regular Growth,Aditya Birla Sun Life Equity Advantage Fund - Growth - Direct Plan,Aditya Birla Sun Life Equity Advantage Fund,1.02,1.87,Direct
119243,Tata Infrastructure Fund -Direct Plan -Growth Option,1/2/2013,9/30/2024,32.10465552,46.32338645,35.62043113,26.59135406,26.43968901,21.19147515,18.8325019,15.36201308,16.34146164,18.62860372,17.55341979,15.38447487,12.30717209,12.95030636,14.81727391,1.373413381,2.300458361,2.123447687,1.443650182,1.258263333,1.65806184,2.81604584,2.650522061,1.821683086,1.581916427,1.566219809,4.983231223,2.626437788,7.369340828,17.37544223,31684.43,2.017791936,0.917226415,1.958338192,0.936359448,Equity,ELSS,119243,101766,Tata Infrastructure Fund-Regular Plan- Growth Option,Tata Infrastructure Fund -Direct Plan -Growth Option,Tata Infrastructure Fund,1.18,2.05,Direct
118510,Franklin India Equity Advantage Fund - Direct - Growth,1/1/2013,9/30/2024,42.16765113,36.68931179,25.4657494,14.36103129,19.01952141,14.39402013,13.13373454,11.38824709,14.31188936,18.65009084,10.55457176,9.974437008,8.544074994,10.90016569,14.66670564,2.721105764,2.565097664,1.972713554,0.793817714,0.858951388,3.710965448,3.377565246,2.629395156,1.042280605,1.092237194,1.641477675,5.078437501,2.538323769,7.472530133,19.52941938,25761.5,1.173133889,0.001468053,1.178154462,0.546222527,Equity,Mid Cap Fund,118510,102883,Franklin India Equity Advantage Fund - Growth Plan,Franklin India Equity Advantage Fund - Direct - Growth,Franklin India Equity Advantage Fund,1.26,2,Direct
140228,Edelweiss Mid Cap Fund - Direct Plan - Growth Option,11/28/2016,9/30/2024,50.2422175,49.27651221,34.83939677,22.82212997,28.1513272,18.95161585,16.54603268,14.03898025,16.11945561,18.6523262,15.08022321,13.10298409,10.90801264,12.55353294,14.8718566,2.492780451,2.796834329,2.267928026,1.229702196,1.348428444,3.132726673,3.531753676,2.918899879,1.579008082,1.691202913,1.622388211,4.503193126,2.620039184,7.164585251,18.98935003,68307.12,1.548178157,0.400103858,1.534685841,0.913798055,Equity,Small Cap Fund,140228,140225,Edelweiss Mid Cap Fund - Regular Plan - Growth Option,Edelweiss Mid Cap Fund - Direct Plan - Growth Option,Edelweiss Mid Cap Fund,0.38,1.74,Direct
118267,CANARA ROBECO INFRASTRUCTURE FUND - DIRECT PLAN - GROWTH OPTION,1/2/2013,9/30/2024,51.96525727,52.70832395,37.45058756,28.41916392,27.55859311,23.27155586,19.64513762,15.64005601,16.29820334,18.69414789,19.33895355,16.00052872,12.44202939,12.8292818,14.84989081,2.104081806,2.530311821,2.202715101,1.559629818,1.313704869,2.531949681,3.106667587,2.768888136,1.981339589,1.653789474,1.491370934,4.79753755,2.56358611,6.977170787,16.3025983,10007.71,1.867462234,0.917277223,1.912838229,0.905142005,Equity,ELSS,118267,103390,CANARA ROBECO INFRASTRUCTURE FUND - REGULAR PLAN - GROWTH OPTION,CANARA ROBECO INFRASTRUCTURE FUND - DIRECT PLAN - GROWTH OPTION,Canara Robeco Infrastructure,0.96,2.28,Direct
118879,Taurus Infrastructure Fund - Direct Plan - Growth ,1/2/2013,9/30/2024,35.77042955,41.86153275,31.60811422,21.24503251,22.7471611,22.23872725,19.82548632,16.54571499,17.55756967,18.69793887,18.08110959,16.08442873,13.22069718,13.86479691,14.85892339,1.473574867,1.960180554,1.729034631,1.039154784,1.056114326,1.812412529,2.416096549,2.163888472,1.315924974,1.328976575,1.6858,4.822823748,2.743797258,7.614469304,18.5767098,136.58,1.435546078,0.471593792,1.367161717,0.66726246,Equity,ELSS,118879,105417,Taurus Infrastructure Fund - Regular Plan - Growth,Taurus Infrastructure Fund - Direct Plan - Growth ,Taurus Infrastructure Fund,2.14,2.51,Direct
130498,HDFC Large and Mid Cap Fund - Growth Option - Direct Plan,6/30/2014,9/30/2024,36.91093696,38.37154604,30.79214924,20.24713697,23.12882692,16.48034041,14.54342682,12.47941593,14.79351518,18.71607841,13.19620062,11.63808445,9.819827915,11.51355449,14.83153544,2.057659983,2.432132845,2.227039262,1.165857929,1.075483147,2.569750032,3.039292779,2.83020736,1.497985438,1.357164064,1.623775186,4.735978406,2.552911933,6.754575706,17.14473665,303720.34,1.97719758,0.534583211,1.599509651,0.764727948,Equity,Mid Cap Fund,130498,130496,HDFC Large and Mid Cap Fund - Growth Option,HDFC Large and Mid Cap Fund - Growth Option - Direct Plan,HDFC Large and Mid Cap Fund,0.81,1.66,Direct
